text,label
师兄鉴货,1
匠心老杜,0
山东兰陵大李沟赵国善,1
东家云商专营店,2
伊娃eva,1
DY电竞王者工作室,1
CR卡诗岚饰品,2
XHD百货日用个体店,2
TRULIVA,0
千风精品,2
金希,1
厅和好太太,0
阔喜匠百货商行,2
异视觉,1
一凤工厂店,2
风格林春天,1
海欣,0
爱畜优品,0
小白钓鱼自习室,1
小果果,1
晒米精选女装,2
JANCHO,0
虎步霄（598）,1
江小鹿,1
优袖生活百货,2
Anmum,0
露茵官方旗舰店,1
嗨！小兜兜,1
奥创,0
怀生堂,0
佰萃粮,0
至沁,0
天使姐姐,1
Beicong,0
西部印像,0
爱酷,0
Coloration 呈色饰品批发工厂店,2
奶牛的梦,0
COCOCHADWICK,0
小七牛仔女裤,2
小食神叨叨,1
晚间新闻汇,1
UEC,1
一号农场,0
趣彩果生鲜旗舰店,2
qqqg677,1
李胖说点事,1
芭芘公主美妆店,2
GIORGIO ARMANI阿玛尼美妆官方旗舰店,2
辛尼里奇,0
小圆脸童装,2
柒选食品个体店,2
Yuki雪雪,1
hoota,0
之柔,0
汤布里布,1
Lacare,0
喳叔,0
你的九儿,1
陈阿花的生活,1
折纸的白叔,1
DONSMOKE,0
奥特曼拖鞋壹个体店,2
贵阳七七（12月6号生日）,1
乔振宇,1
神荼妃皇甄选,2
桃小蒙,0
七彩霞光（生活号）,1
琪拉熊儿童内裤旗舰店,2
用户5076281645448,1
XANGIRL,0
旧记茶馆,0
观音姐姐,1
孙宁伽Nicole,1
乂意,0
潇潇韩系女装【胖瘦可穿】,1
小E中美夫妇,1
潘教瘦轻食店,2
兰骑士,0
建房说-信和别墅设计,1
Picun,0
誉宇,0
VEYAL,0
糕全记,0
温暖印象,0
凯地米尔,0
景德镇砂锅一哥陶瓷工厂,1
佩蒂特 芭瑞,0
里弗尔,1
光头哥夫妇,1
莫催电池专营店,2
雪中飞服饰配件旗舰店,2
秋阁的小店,2
大德柴窑,2
王轩卤味熟食（麻辣羊蹄）,1
香烨尔 清洁用品工厂店,2
两心知,0
琪琪好声音,1
朗丽,0
特际,0
辰辰的球球,1
姐夫田,1
洁澜雅,0
玖玖好物,1
丹姐说车,1
balagza巴郎子,1
修片狂魔,1
百乐欢,0
苏兰诺,0
nimm2二宝海外旗舰店,2
茉汐饰品供应链,2
思乡山官方旗舰店,2
三分姿色,0
禾瑞甄选个体店,2
曼露,0
英国疯子colinfurze,1
青优堂保健食品专营店,2
浩鼎图书专营店,2
迷迪米奇,0
督铂服饰企业店,2
茶叶薛供应链,2
艾尚,0
润思,0
靓白季工厂总店,2
牛战士🎈,1
啊東不刚q,1
阿亮特别狠,1
公考高照讲数资,1
兜兜木,0
调香师香水店,2
简韩韩商行,2
霹雳格斗,1
文叶.牛妹🐮,1
站军影视,1
牧谣,0
迷苏女装,1
白若曦📿🎤,1
本草,0
雪玲妃SNEFE化妆品专卖店,2
一步・知窑,1
勃子吃不饱,1
BUDING,0
铂思亚轻奢发饰,2
和艺陶瓷,0
森巴可爱休闲鞋,2
熊古屋,0
欧贝拉官方旗舰店,2
中国共青团网,1
FHSBO,0
小泽同学,1
李却黑🔥扫地阿姨是我妈🔥,1
菲安妮,0
王莹莹,1
东城男装店,2
秋秋meimei,1
森林牧歌,1
Olay官方旗舰店,2
全能小阿琦（1994）,1
大梨子🍐,1
大伟老三,1
鸭鸭时尚旗舰店,2
优优爱运动,1
以沫MOMO,1
绿色田园,1
易辰严选女鞋,1
罗蒙官方旗舰店,2
165291362,1
安心米儿,1
Maggie回家写作业✈️,1
木子言官方旗舰店,1
呆阿拿,1
小芒女孩,0
泰克斯乐衣物清洁旗舰店,2
裴佳盈🌙,1
老玖哥优选,2
睿子棒棒,1
W嘻嘻DIY,2
池妈,0
曼太厨房电器旗舰店,2
中国联通,1
鸣琅照明,2
阳离子,1
红莲 北京羊绒衫厂,0
周文强教育咨询,1
星芒剧场,1
宫姐备孕好物,1
美珍姿,2
甜橙子呀,1
必古必古,0
锋哥与八哥,1
沁柔,0
PITAKA,0
熊生解说,1
允儿妈童装分店,2
拉拉猪,0
陈雅森12月15号冠军彼心袜新品发布会,1
欧莱森,0
老街口官方旗舰店,1
三只鸬鹚官方旗舰店,2
休闲农场,0
江西龙姐,1
吴江咪娅服饰,2
🌈麻雀小强（收徒中）,1
万鲸电商,2
济宁邮政,2
诸葛实体流量咨询,1
朵丫童鞋,2
MacyMccoy,0
侯珊珊🐒,1
Vivi的家（智能家居）,1
汉吉思,0
黛安芬,0
凤凰网娱乐,1
起劲,0
胖胖的小猪佩琪好物,2
口口赞,2
佰卓,0
金沪城女装,2
苏教授处世智慧,1
安琪官方旗舰店,1
菜公子（带徒）,1
馨枕居家居旗舰店,2
okkdey,0
克尔伦贝,0
歌手🎼乔丽娜,1
奔跑的姜允儿,1
小黑胜品,0
小千儿服饰工厂店,2
晨姐传媒,1
秋色,1
咖啡狂人,1
炫美薇薇,1
肌肤未来化妆品旗舰店,2
FANCLHealthScience海外旗舰店,2
现代知青河南特产,2
一肆生活美容旗舰店,2
林歌的深夜电台,1
乔巴旗舰店,2
好亿嘉生鲜优选店,2
木子*,1
赛鲜者,0
小沃顿童装店,2
果果吖,1
溢香哥乐调味品旗舰店,2
NSTNEW START,0
臻榛庄园,0
叶子子品牌流行舞学院,1
诸葛卧龙,0
帝成哥,1
树品源生鲜店,2
鹤白,1
丽普司肽旗舰店,2
富麦德,0
静姐💋,1
苏大强,1
幸福三口之家,1
Addiction,0
网红发型设计师-小美,1
LYFEN,0
晶晶店7,2
艾尔优,0
江泰商贸总仓,2
糯小仙,0
陌小鑫,2
七奇猫食品店,2
大唐 · 忆风,1
新碳优选,2
周菊,1
楚老头工厂,2
汽车科技前沿,1
巷南,0
沐兰说车,1
精选达人好品店,2
新疆丝路BAZAR,2
新帆精选,2
浮世清欢阿白,1
屯花五虎专卖店,2
妖腰木的腰,1
CENFUN,0
Kibbe凯比,1
同庆楼,0
难言言（6100）,1
LINYE,0
キスを月,1
89645312,1
闪维,0
冲哥手机维修,1
Popper拉布拉多,1
巨流生鲜食品,2
姚十三记食品旗舰店,2
优服甄选,2
LOUIEJUELEN,0
沙雕集中营,1
SANBAIstudio,2
山里质造,0
戴甲信息咨询,1
人老诚实,1
汇缘日用坊,2
金金金手指,1
潮绘师王大,1
岁月女王胶原蛋白旗舰店,2
崽崽艺三斤,1
昱音文化(刘昱均教唱歌),1
开心集藏小隐店,2
柯鹅百货店,2
英科医疗官方旗舰店,2
奥柯手机配件优选,2
萌狗天天见,1
erxiaozi,0
谋神读书,1
妙严选,2
郑州晚报,1
瑞德士,1
一木森林,0
城丽garden,2
晋公子,1
沙雕动物,1
湾湾短剧,1
yilv,0
铖铖心舍,1
王富贵YOLO,1
香港内尤美配饰店,2
小葡萄爸爸,1
武大肥,1
钦富日用百货,2
菡菡美妆店,2
大梗萌妹,1
王小贱·福利主播,1
常翁旗舰店,2
觉中阁,0
谷逗佳,0
奥义官方旗舰店,2
阳仔@小损样,1
秋泉网店,2
TLFS_童例,1
YOUNA,0
HelloKittyFamily,1
致典,0
进记宣纸,2
查德威克Chadwick,1
小美姐吖,1
天天做饿梦,1
达力摇,0
茗春集,0
自信的渐选（地铁逃生）,1
babycare母婴旗舰店,2
欧丽琦旗舰店,2
BEIDUOQI,0
拾荒,1
8KPA,1
柳吴伟,0
雨后🌈彩虹,1
爱笑的刘露露,1
阳仔转转转,1
凯特丝蓓,0
义客,0
花筱鸳,1
一栗莎白,1
W大東²º⁹⁹,1
鼎香果,0
WenXin Tea,0
李姐（630）,1
威虎思房,0
小太阳_Babe（升级版）,1
学魁榜,0
米客口腔护理旗舰店,2
姜太乙官方旗舰店,2
沐沐好物推荐,2
与行,1
格菲尔水杯,2
逗逗家爱宠生活馆,2
王者观茶,1
涵涵环游记,1
章娱小丸子,1
浐灞小店,2
村艺个体店,2
ODIN,0
四妹🌸,1
浪莎伊梦琪内衣专卖店,2
ANYUMO,0
佛山市南海区肥肥胖胖的百货店,2
红逗号官方旗舰店,2
罗尚依品,0
董小鸡,0
人类观察所,1
九月（September）,1
白色彩虹糖,1
OIDIRE官方旗舰店,2
芊慧旗舰店,2
禧芙蓉,2
富光官方旗舰店,1
幻晖官方旗舰店,2
one&one,0
赢鱼小店,2
隐木,0
自学office技巧,1
网剧《我的小确幸》,1
湘里乡亲农特产,2
忆喵说剧,1
市舶士,0
正义,1
医学科普联盟,1
CILMYO,2
激强,0
拎个铲子,1
BUGABOO,0
蜂弟,2
大美妞～,1
池美,0
COOX个人护理旗舰店,2
喜辣猫-麻辣烫-哈嘉强-红肠工厂,1
义乌市拾观电子商务商行,2
大莹妹er💅美甲,1
熊大严选店铺,2
山歌愿妹（921收徒）,1
1号工坊,0
茉寻,0
杰哥厨房,1
熊二海鲜,1
新飞,0
常熟市莫城街道相夫人服饰商行的小店,2
胡海玲服装商行,1
椰谷绿岛水饮专卖店,2
法奥堡罗,0
𝑾𝒐𝒘✨,1
俩不正（微眸）,1
雪莉设计师品牌女装,1
有点甜,1
文祺,1
义乌市奕圆服装商行,2
南风窗,0
禾禾饰品店,2
BEIBUZHUANGYUAN,0
群安堂,0
广州蓝羽服饰,1
荷高,0
LALIGA西甲联赛,1
诺伦日化,2
金苹果李校长教唱歌,1
巢及美供应链,2
关哥味道,1
如玉，,1
关闭周日,0
芊子想变美,1
飘柔,0
川秀官方旗舰店,2
Disney迪士尼一生衣世童装专卖店,2
王泽科,1
腊福旺家,0
卡卡很好奇,1
東芳飾品,2
🐰老丈人家的糖糖,1
盛小帅,1
长风𝙏𝙑,1
淘家庄,0
逸茉官方旗舰店,2
三木木游戏解说,1
阿林与超跑———招徒弟,1
挪瓦,0
土土土追剧,1
叫我七七💭,1
乡下香,0
不怕队长,1
Alpes d'Or,0
觅光,0
我在新疆养狼,1
茉莉喵🍑,1
陈屠屠教做菜,1
丫丫·,1
小明吖,1
东北吕四姐小店,1
初见针织,2
方仲臻选,2
pishuai,0
twinstyle,0
假面真心,1
润达食品供应,2
Baseus倍思官方旗舰店,1
北海牧场,0
蓝妮妮是地球的🎈,1
东方电影,1
丽丽一家人,1
燃科技君,1
睢县产委百货部,2
DR.CHU,0
程 程cici,1
沐泽珠宝,0
泉城小笨嘴,1
康巨斯,0
虎哥说车工作室,1
格菲尔严选女装,2
欧.O,1
蔡老师教全音域,1
趣乐游,1
红飞硬笔字,1
VOLDA,0
一号农场官方旗舰店,2
🍀盘丝大仙🍀,1
GLOBAL CLASSIC,0
女打手（香妈无敌工作室）,1
佛山市桂城足球农庄美食店 芬姐美食分享,1
浙江华路丝绸个体店,2
雅鹿织羽专卖店,2
绿牧山,0
同蒙堂,0
莫扎特进行曲,1
百思图官方旗舰店,1
濡山财道,1
海报新闻,1
天津装修李校长,1
皮山县融媒体中心,1
体育篮球弟,1
伦敦Kj,1
叶天天天（在上海）,1
小梨米Livia,1
美煌,0
小奶恩,1
新宠宠物供应链,2
戴老师超级干,1
潘老师的职场课,1
幸福一生,1
桌尚零食的小店,2
长生之脉官方旗舰店,2
纸诺,0
小鹏汽车官方旗舰店,1
品强小吃,2
音则桑的小店,2
棉朵拉睡衣,2
燃茶哥哥,1
精灵日记～,1
顺然,0
云选企业店,2
加号哥测评,1
看丞袜裤贸易有限公司,2
图图数码,2
陈莹莹-Y✨,1
Anycoco,0
韩渝工作室,2
王老吉东宇专卖店,2
芒果次元酱,1
成都特警,1
张若宇,1
黑鸭子组合,1
张虎·中式面点,1
欧凯斯物源清洁用品专卖店,2
徐生活,1
闫选母婴全品,2
Tesori d’Oriente,0
琳娜生活馆,2
喜梦服饰穿搭,1
莫名其妙呀,1
小杨臻选,1
安迪童装,1
星诺兴Cindy家婴童,2
川木堂(三农）,1
Acceptance,0
TRIANGLE,0
于大哥生活分享,1
张婧仪,1
蒂爱丽,0
蓝宝石,0
种花的大象园艺店,2
以优食品,2
猪鱼猪梨🐟🍐,1
几物森林食品旗舰店,2
思乐考图书馆,2
经典老歌【车载U盘】,1
ROWENTA,0
369吴家辉,1
跟着邮票去旅行,1
乐菲思,0
雨尚初晨,1
DAB,0
巧乐格衣架厂,2
garkoko佳尔优优母婴旗舰店,2
叶🍁枫,1
梵蒂娅瞳颜甄选好物,2
婧涵,0
神禾谷谷张专卖店,2
阿瑞娜,0
小百合百货,1
九顷史家,0
国虹蛋制品旗舰店,2
希家女鞋,2
畅乐多畅乐多食专卖店,2
透幂美妆,2
TYMO官方旗舰店,2
能链本地加油优惠,1
小暖儿百货店,2
英语老师在线跳舞,1
家家好物,1
心心🌈打工妹,1
Beats,1
姓李！名：中华,1
可芙,0
邓寓君（等什么君）,1
丰安车饰,2
小陈哥.,1
cuikeyan,0
SHEN JIANG,0
碧芭宝贝爱朵护理婴童尿裤专卖店,2
马欢欢（中号上上签）,1
搞笑玩具故事屋,1
WassupHouse,0
kappa kid,0
菲粤小店,2
御驾夫人汽车用品,2
茵曼服饰奥莱旗舰店,2
JIAN轻奢,2
意小萨小店,2
佐丹力,0
江梦剪影,1
千荔,0
讯唐DIY电脑旗舰店,2
恒森家家乐,0
蓉,1
Da & Da 家大码工厂,1
兜兜都不住,1
农村三叔王永清,1
仙妃格美白香氛沐浴露,1
海哥（品牌原单挑战最大折扣）,1
绍兴安昌古镇特产店,2
HuaHuaNiu,0
毕宸睿,1
NATURELAN,0
怀山堂,0
贞贞珠海海味,2
中国南方航空,1
坤生王子,1
BEN YI BRAND,0
司徒皓月,1
优吼文化馆,2
散步的喵酱,1
班妮宝贝,0
艾享优选,2
LA BIOSTHETIQUE,0
本味甄果官方旗舰店,2
姚世龙⁴⁰⁴,1
四美子,1
柳七七形体健身有氧运动,1
瑶自然贺州市西夷农业发展有限公司粮油专卖店,2
DUO'ER,0
皮皮诗（开箱版）,1
祁大伟海鲜美食,1
老女孩有氧健身运动,1
朱泳腾 女神号,1
上海君达的小店,2
傻妞1991（大号）,1
憨豆女士,1
游生日记,1
博哥说考试,1
小莉米,1
菊籽美甲的故事,1
宫庆鑫（宫季食品创始人）,1
楚松缘农产品,0
汴都铺子,0
一只又廷🐱,1
喵呢动画,1
仙女可小店三,2
刘小六的小燕子,1
头盔的车🚗,1
博哥威武,1
苏芒女鞋,1
ZHAF户外运动总店,2
雅畅家纺严选个体店,2
保罗品牌男装服饰,2
哈萌熊旗舰店,2
花成说剧,1
古今科学,1
负责美,0
亚当之恋,0
逆熵科技图书企业店,2
海尔集团,1
常棉女装,2
LUCKY DAY 时尚饰品,2
卡迪派,0
瑞丽市知晗珠宝店,2
茶茶零食优选,2
晶屿,0
祥龙美食坊,2
不知名大咖,1
三羊家纺,2
SHUDUO,0
涛总裁（荆楚楷模·返乡助农）,1
真情说法,1
武丹（国画）,1
爱尚珠宝珍珠,1
亲民食品,0
WECTOR,0
叫叶哥_,1
袁姗姗,1
糖糖大码精品服饰,2
一只绵羊🐑,1
青史刘明,1
湘蚩味美食馆,2
Lily Bell,0
翠善堂,0
恒之隆食品,2
阿木可可,0
有伴家居工厂店,2
圣蓝瑅Solati轻奢包包,2
SUIJI,0
莱杉,0
汤圆家童装分店,2
穆穆,1
江仕顿,0
亨纳斯,0
小宇玩车,1
苏苏眉空间,2
由由大人,1
唐逗逗不搞笑,1
韩姿妮,0
绍兴上虞酷范童装店个体店,2
旭日高升童装,2
陳大愚,1
39健康网,1
Bile!,0
满春992,1
鸿丰,0
胖超,1
阿田木-🌞,1
零零公社,0
涡阳县玉斯百货店,2
李厂长,0
华人一品,2
CallPlay科答鸭玩具旗舰店,2
whisper,0
用户886973823162,1
好又来HYL,1
马拉松,0
邓才厚(环游中国),1
迷冬阳,0
星月诺,0
丸子不白吃,1
李总说裤,2
你的tutu,2
明星娱乐最前线,1
婉馨商贸工厂,2
阿文简影,1
九九加百货,2
MieleKohler,0
panpan63248,1
思维论坛,1
GZ RL,0
最高人民检察院,1
SNOW FLYING雪中飞安嘉信息专卖店,2
孙菡,1
圣罗娜,0
卡恋伊,0
卉拉,0
川银集币,2
草台喜剧,1
世大家,0
DR.WU,0
ULD,0
余机智✨,1
牛市口,0
恒安集团官方旗舰店,1
欧町颜,0
洛阳三娃农村夫妇,1
糖糖年,2
XIENTOMY,0
曹斐然,1
FC学姐小店,2
CHAOTING,0
木林森延典童鞋专卖店,2
宠莱克,0
三喜爷爷,1
三胞胎的成长日记,1
哦哦哥,1
九七星,0
Jagermeister,0
原己官方旗舰店,2
甬城美食,2
泰达纸品湿巾专营店,2
婉仔小时候,1
夏洛特蒂铂丽,0
岚山法警,1
金正时尚企业店,2
念娘,2
四川李老酸,1
苏打紫童装,2
囍轩,1
罗哥的羊毛卷,2
JVKE,1
彩虹雨优品,2
知味觀,0
CANOTWAIT,0
neikujia,0
雪芙蓉,0
XIAUNSIA,0
王嘉禾er,1
果果和她的玩具,1
电影扫毒 3,1
一蜘猪说剧,1
huaboshi,0
未命名,1
芸枫家居专营店,2
Dr.zi官方旗舰店,2
盛世饮品专营店,2
维度维朵服饰欧尚纺织店,2
KUEMEI,0
味居优选,2
爱贝丽,0
智胜日用品,2
世货小刚,2
小邢哥家散养土鸡,1
海王弗兰克,1
手艺人专营店,2
阿彪说车,1
来哥来嫂（左春来）,1
张蛋蛋先生（百忍）,1
VONMIE完美塑形,1
小新玩游戏,1
大家格,0
川妈妈,0
潍坊居家优选（闲置物品）,1
IS 索客,1
柚子好饿,1
品雕,0
张道长,1
小豆苗儿,1
小韩的好物分享,2
AHAVA,0
星星影视,1
简际旗舰店,2
fangshikou,0
越夜越快乐,1
紫菜蛋花兔,1
青青的生活记,1
暖视频,1
小卷是我,1
大吃货小星球,2
和正农场,0
津滋味食品,2
恒评,1
SENDA,0
艾达的世界,0
狂风桑,1
挖掘热点视频精彩影视全集免费短剧大全HY,1
啊咪啦官方旗舰店,2
泉洁雅,0
JTXS主理人,1
旭洋海事,1
超哥设计好房子,1
笑笑美食,1
苏泊尔卫浴,0
好物乘丰,1
Talk历史,1
木白有品,1
神奇兔,0
翊萌妈妈,1
九笙🎤🍀,1
沫卡沂,0
优酷动漫,1
小学天天写字,1
黔乡缘,0
榕亿专营店,2
麻辣小鲜肉,1
VEODO,0
橙子的白日梦,1
顿顿,1
清雅泽,0
克里特,0
游戏侦探社,1
综艺汇,1
古蛇Samael,1
美有姬老师的印象小课堂,1
小车事,1
和平精英老表❄️【LB电竞】,1
吴雨昊,1
闪电好物优选,2
蕉下森林,0
dy1qjk1fbzzo,1
廖智,1
长安桃子（承蒙厚爱）,1
如意家🏠,1
田飞,1
晨扬帽业,2
沐歆精品优选店,2
智勇护肤美妆,2
百魁BAIKUI家居清洁旗舰店,2
蒲家乐🔥三档起步,1
鲁亭香,0
广州酒家,0
耐ki,1
物规硬核说,1
小达达沈阳圣名澳,1
亚马逊全球开店,1
辣鑫尚食品,2
失眠专家张颖,1
李小瞳,1
阿辰,1
繁烁表格办公,1
邵大叔园艺,2
伊吉兰,0
JK不拖更（填坑了）,1
一抹微蓝真丝香云纱,1
燕迎春企业店,2
宜婴官方旗舰店,2
哆发商贸,2
大学生,1
大哥潮牌,1
融盛洋酒海外专营店,2
真维斯Jeanswest内衣旗舰店,2
恒锐精工,0
方有圆,1
JOHNNIE WALKER,0
여섯째 형제,1
情雨哥,1
金太阳好物,1
棠棠陪你吃🌈💨,1
由宝护肤品店铺,2
浩文旅行记,1
HanChi,0
CHANGUOJIANG,0
安徽综艺汇,1
英纳格,0
爱他美,0
农村阿牛哥哥,1
云梦赋史,1
夕内旗舰店,2
果冻冻,1
追梦者滑翔机矣进宏-23,1
鼎赢塑业,2
朵梦官方旗舰店,2
大露露丫,1
小屁桃日记,1
🍋快乐一家Q🌽,1
小丸子百货,1
康佳真空保鲜封口机,1
yoekbird,0
林姐严选优品店,1
爱优尚,0
哎哎生活趣,1
超能展合洗护清洁专卖店,2
可以丫,0
白龙猫女,1
Doneo,0
本味坊甄选,2
五和,0
绚青电子个人护理专卖店,2
二宝⁶¹⁵,1
张自轩💫,1
TIGER,0
羊辣个羊（洗护专场版,1
Maymay,1
左点,0
aepr,0
餐饮那些事儿-艾琳,1
万辰家居,2
雅柔优品,2
陪我看海520,1
中鲁康豆,0
大喜果蔬,2
樊少皇,1
ninimaje,0
估估鸭,1
怡颗莓,0
凡间公子,1
主厨广坦,1
张子凡Scofield-,1
玺爱,0
喜敷,0
雅苑女装旗舰店,2
楚丹官方旗舰店,2
哔言哔娱,1
玉儿姐,1
双奈厨具,2
柔恣洗护清洁旗舰店,2
龙一 long1,1
康佳家居生活旗舰店,2
Bikamo,0
久洞十八寨湖北省直接电子商务有限公司酒类专卖店,2
LVQINGTING,0
小雷家,1
五泰农业有限公司,2
沙雕小鱼儿-余亚轩,1
米菲服饰,2
CAD『校长』,1
利胜,1
吾帅服饰店,2
小镇舍长,1
小松朝美,1
ellesse,0
君旺升茶叶,2
颖姐女装店,2
伊伊小师妹,1
五常大米专营店,2
比亚迪集团官方招聘,1
雅鹿德鹰内衣专卖店,2
连二妮服装商贸个体店,2
MIXD觅定的小店,2
李璐Gemma,1
ADA.,1
业火红莲,1
freeplus,0
昊北💎星城少年,1
军武次位面,1
景烨童装个体店,2
速度与七晴,1
弗奴森男子旗舰店,2
奢洛涵,0
Napattiga个人护理旗舰店,2
丽丽品质女装工厂店,2
骑着哈雷吃北京,1
秘觉家居旗舰店,2
义乌市阡瑾电子商务商行,2
佰饲,0
娱圈贝勒爷,1
瓷都,1
五得利营养食品旗舰店,2
离俗个人护理,2
晴天个人护理专营店,2
蛋蛋家的女装工厂,2
佳仙粮油旗舰店,2
文文严选微胖女装,2
双下巴食品旗舰店,2
lv-君宝宝,1
独次者,0
佰途食品专营店,2
高科汽车用品专营店,2
牛不啦,1
Jeanswest Jnr.,0
解源,0
脱口秀大会,1
青莼女装旗舰店,2
开心🌸🌸,1
洛哥,1
HI·HEALTH·PET,0
乐乐猫,0
iBasso,0
Galanz,0
开心农科所,1
小雅象,0
1888270921,1
老广的味道,1
雨竹纸品严选,1
李糖sugar,1
红梅,0
窄幅,0
龙沧号普洱茶,2
菲菲妈爱美食,1
红豆童装官方旗舰店,1
索丽姿,0
魅琳凯,0
小梅屋,0
校军smnx,1
炎禹家居日用旗舰店,2
嘴尖,0
未知领域,0
加音,0
呆笑熊童袜,2
BARPHIL,0
宾三得利,0
玩车的小恩,1
一粒皮实,1
爱家家居,1
nuobeiyin,0
帮帮就是两拳,2
筑锦堂,0
XRKE,0
HENGYUNHE,0
新闻360,1
树懒不懒,1
作家邓海春,1
daimi,0
我和国漫的日常,1
晓伟（相信光）,1
欧克里里,0
贝贝Rebacca,1
狮峰,0
润迈美妆日化,2
猫和老鼠宝儿,1
时光纯音乐,1
Qimoo,0
夏花日志,1
彤慕居,0
章光,0
景福山,0
正凡百货,2
智汇商贸小店,2
于留香,0
三娘family,1
达人東🔥游戏直播,1
董行,1
领喜弋域纺织品,2
劳拉之星运动旗舰店,2
沐子沐的魔都生活,1
永嘉利,0
丐丐锅,1
绽美饰品商行,2
翔基游戏充值店,2
舒婷老师,1
甘泽丽人,1
修板凳的师傅(吉仔测评),1
YOGI XIAOXIONG,0
品味新疆甄选,2
琪林堂纸品,1
歌例服饰,2
是小新呀,1
鹤渔人,0
宝妈带娃,1
牛牛手机壳工厂店,2
楚楚拆卡,1
MYHO,0
昱承,0
小苏酱baby,1
叶芷侨,1
Yaso家居旗舰店,2
宿松县小果饰品店的小店,1
狈总,1
锁子一家游海外,1
秦淮画舫,1
莫小仙,0
军友网,1
燕饰,0
筱漂亮店,2
蓝妍美妆,2
细刻食品专营店,2
吻眠,0
美琳化妆品,2
T简供应链,2
三只羊网络对酒当歌,1
蓝宝Blaupunkt厨房电器旗舰店,2
多宏酒类专营店,2
北京航空航天大学,1
悦吃越胖,1
丫冠,0
花木蘭,0
张同学分享装修,1
叁叁小初啊🤔,1
云南民宿,1
玄米园艺旗舰店,2
ZHULIANYU,1
贝尔日记,0
Bigfun,0
黑色存钱罐,1
DONGBEIDABAN,0
无损音乐（车载U盘）,1
浙江单身五金厂老板,1
卓杰,1
繁悦,0
WIKEA官方旗舰店,2
W·HERMANO,0
普丽兰,0
创维暖维俪专卖店,2
貂蝉的腿毛,1
丁总（收徒）,1
名雷尼,0
彤彤_sakura,1
喵君是个大聪明,1
薇薇手作DIY定制店,2
Longzubao,0
冠铭峰百货店,2
DEWAR’S,0
亲子乐园💯,1
阿梅女焊子,1
小立,0
疆要火🔥,1
清沫影视,1
王德芙,1
qingzhi,0
优小沐,1
董小姐食品,2
爱吃吃,1
小二侃剧,1
小悦辰百货,1
旅行指楠针,1
陶市家居旗舰店,2
烟台纪实,1
泾河新城富瑞香草旺服装店的小店,2
徽夫康,0
元气森林官方旗舰店,2
VS,0
十八子作,0
LAOYECHE,0
剪映小课堂,1
沸甜小仙女🪄,1
安阳市北关区开芯果服饰店的小店,2
KGJTFDD,0
八取吖🐙,1
红红睫毛彩妆店,2
家的味道、,1
月子🔥🔥🔥,1
羽春,0
纬赫精选店,2
尾小芽vya,1
塘塘食品,2
全能布里克,1
冰健运动健身旗舰店,2
Newsmy,0
木晟,0
姿美堂康美龙专卖店,2
王花花的厨房历险记,1
面瘫患者_Bowie,1
木棉林,0
JIAJIA,0
文史评鉴,1
赵小龙渔具店个体店,2
dyfkm5vssblj,1
园园的低卡宝藏💜,1
挽柔,1
光合作用个人护理专营店,2
巨微教育图书旗舰店,2
晨夕短剧,1
右姿,0
Tigana,0
董高丽（长白山源头滋补）,1
阿渔妹,1
蓝蝶,0
华袖贸易,2
叮叮赛高,1
聚百惠食品店,2
CREECIEE,0
真珍衣橱个体店,2
TREYO,0
川越化妆品店,2
胖俗俗微胖服饰,2
昔牌,0
边城刀客,2
发型师大鹏,1
远程新能源商用车,1
诺米团诸暨市帆成袜业有限公司内衣专卖店,2
PotterKing,1
⚡️王公子,1
膜行侠钢化膜,2
DANSHIDUN,0
丁大根儿,1
江池百货,2
洋秀儿,0
御丰冠,0
欧阳飞飞,1
主持人 丛丛,1
古田三月滋补专营店,2
品业,0
雪儿服饰工厂,2
爆笑铁憨憨,1
小烟,1
熙贝,0
杞乡甜,0
东西之遇的小店,2
茉晗服饰,2
你的强,1
奶斯要逆袭（晚上七点场）,1
欣荣荣,0
耐吉斯,0
清柠美食,1
爱拉图官方旗舰店,2
小星星x,1
萌鬼到漫画,1
电工知识分享梅姐五金,1
自由者,0
萱小泡💦,1
是德善呀-许凯,1
零度选书,1
妃儿健身舞,1
千韩良品,0
艾伯斯,0
助糖,0
天下有警,1
OKYANUS食品旗舰店,2
新概念英语晶晶老师,1
格之贝,0
zhihuirenshengx,1
五益扑克工厂,2
朵耳母婴婴幼儿服饰,2
代表欧尼🐈‍⬛짱,1
Gap官方旗舰店,2
云上滑州,1
胡馨尹🦋,1
老人头服饰旗舰店,2
德尼朋友官方旗舰店,2
健力宝官方旗舰店,1
织迹,0
英楷食品旗舰店,2
波波bobo个体店,2
抖音辟谣,1
麦田藜叔旗舰店,2
平头哥_猛兽狂欢⭕,1
古杉兔,0
晚年之美妈妈装,1
雅桐,0
keke精选服饰,2
王森爱护肤小店,2
哦耶好物,1
白米护肤个体店,2
招财兽韩总,1
珍珍心爱小店,2
星星🌟小个子成人女装,1
姣爷可趣儿米映专卖店,2
阳光妈妈💗（亲子成长）,1
沈阳日报,1
远峰银基店,2
帅姐,1
超人宏,1
手指,1
韩银匠银饰品甄选,2
北宛依,0
淘淘妈～,1
dy1h2vhejusl,1
芳奢定制,2
八哥板鞋世家,0
初雪服饰,2
秦玉东,1
棉子元元个体店,2
欧晓,0
瑞士莲,0
桃·印,0
阅读阁图书专营店,2
SUNRISE,0
米波（闪貂）,1
爆梗小作精,1
红荣商贸,2
雅誉,0
马小养,0
